OfftakeName,Month,Year,Week,transaction_date,transaction_sum,transaction_avg
Water Ordering - 68027,9,2022,39,9/24/2022,0,0
Water Ordering - 32286,9,2022,40,9/25/2022,93.19766998,93.19766998
Water Ordering - 32287,9,2022,40,9/25/2022,357.2618103,357.2618103
Water Ordering - 32288,9,2022,40,9/25/2022,119.0772324,119.0772324
Water Ordering - 32296,9,2022,40,9/25/2022,12.45993423,12.45993423
Water Ordering - 32299,9,2022,40,9/25/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/25/2022,0,0
Water Ordering - 32305,9,2022,40,9/25/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/25/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/25/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/25/2022,0,0
Water Ordering - 32330,9,2022,40,9/25/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/25/2022,0,0
Water Ordering - 32340,9,2022,40,9/25/2022,227.1147766,227.1147766
Water Ordering - 32343,9,2022,40,9/25/2022,,
Water Ordering - 68013,9,2022,40,9/25/2022,0,0
Water Ordering - 85698,9,2022,40,9/25/2022,0,0
Water Ordering - 2000023,9,2022,40,9/25/2022,,
Water Ordering - 32364,9,2022,40,9/25/2022,0,0
Water Ordering - 32367,9,2022,40,9/25/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/25/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/25/2022,9.943099976,9.943099976
Water Ordering - 32376,9,2022,40,9/25/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/25/2022,0,0
Water Ordering - 32286,9,2022,40,9/26/2022,93.19766998,93.19766998
Water Ordering - 32287,9,2022,40,9/26/2022,357.2618103,357.2618103
Water Ordering - 32288,9,2022,40,9/26/2022,119.0772324,119.0772324
Water Ordering - 32296,9,2022,40,9/26/2022,24.91986847,12.45993423
Water Ordering - 32299,9,2022,40,9/26/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/26/2022,0,0
Water Ordering - 32305,9,2022,40,9/26/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/26/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/26/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/26/2022,0,0
Water Ordering - 32330,9,2022,40,9/26/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/26/2022,0,0
Water Ordering - 32340,9,2022,40,9/26/2022,227.1147766,227.1147766
Water Ordering - 32343,9,2022,40,9/26/2022,,
Water Ordering - 68013,9,2022,40,9/26/2022,0,0
Water Ordering - 85698,9,2022,40,9/26/2022,0,0
Water Ordering - 2000023,9,2022,40,9/26/2022,,
Water Ordering - 32364,9,2022,40,9/26/2022,0,0
Water Ordering - 32367,9,2022,40,9/26/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/26/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/26/2022,9.943099976,9.943099976
Water Ordering - 32376,9,2022,40,9/26/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/26/2022,0,0
Water Ordering - 32286,9,2022,40,9/27/2022,93.19766998,93.19766998
Water Ordering - 32287,9,2022,40,9/27/2022,357.2618103,357.2618103
Water Ordering - 32288,9,2022,40,9/27/2022,119.0772324,119.0772324
Water Ordering - 32296,9,2022,40,9/27/2022,12.45993423,12.45993423
Water Ordering - 32299,9,2022,40,9/27/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/27/2022,0,0
Water Ordering - 32305,9,2022,40,9/27/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/27/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/27/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/27/2022,0,0
Water Ordering - 32330,9,2022,40,9/27/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/27/2022,0,0
Water Ordering - 32340,9,2022,40,9/27/2022,227.1147766,227.1147766
Water Ordering - 32343,9,2022,40,9/27/2022,,
Water Ordering - 68013,9,2022,40,9/27/2022,0,0
Water Ordering - 85698,9,2022,40,9/27/2022,0,0
Water Ordering - 2000023,9,2022,40,9/27/2022,,
Water Ordering - 32364,9,2022,40,9/27/2022,0,0
Water Ordering - 32367,9,2022,40,9/27/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/27/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/27/2022,9.94,9.943099976
Water Ordering - 32376,9,2022,40,9/27/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/27/2022,0,0
Water Ordering - 32286,9,2022,40,9/28/2022,8946.976318,93.19766998
Water Ordering - 32287,9,2022,40,9/28/2022,357.2618103,357.2618103
Water Ordering - 32288,9,2022,40,9/28/2022,11550.49154,119.0772324
Water Ordering - 32296,9,2022,40,9/28/2022,12.45993423,12.45993423
Water Ordering - 32299,9,2022,40,9/28/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/28/2022,0,0
Water Ordering - 32305,9,2022,40,9/28/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/28/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/28/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/28/2022,0,0
Water Ordering - 32330,9,2022,40,9/28/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/28/2022,0,0
Water Ordering - 32340,9,2022,40,9/28/2022,21803.01855,227.1147766
Water Ordering - 32343,9,2022,40,9/28/2022,,
Water Ordering - 68013,9,2022,40,9/28/2022,0,0
Water Ordering - 85698,9,2022,40,9/28/2022,0,0
Water Ordering - 2000023,9,2022,40,9/28/2022,,
Water Ordering - 32364,9,2022,40,9/28/2022,0,0
Water Ordering - 32367,9,2022,40,9/28/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/28/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/28/2022,9.943099976,9.943099976
Water Ordering - 32376,9,2022,40,9/28/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/28/2022,0,0
Water Ordering - 32286,9,2022,40,9/29/2022,9040.173988,93.19766998
Water Ordering - 32287,9,2022,40,9/29/2022,357.2618103,357.2618103
Water Ordering - 32288,9,2022,40,9/29/2022,11550.49154,119.0772324
Water Ordering - 32296,9,2022,40,9/29/2022,12.45993423,12.45993423
Water Ordering - 32299,9,2022,40,9/29/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/29/2022,0,0
Water Ordering - 32305,9,2022,40,9/29/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/29/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/29/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/29/2022,0,0
Water Ordering - 32330,9,2022,40,9/29/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/29/2022,0,0
Water Ordering - 32340,9,2022,40,9/29/2022,22030.13333,227.1147766
Water Ordering - 32343,9,2022,40,9/29/2022,,
Water Ordering - 68013,9,2022,40,9/29/2022,0,0
Water Ordering - 85698,9,2022,40,9/29/2022,0,0
Water Ordering - 2000023,9,2022,40,9/29/2022,,
Water Ordering - 32364,9,2022,40,9/29/2022,0,0
Water Ordering - 32367,9,2022,40,9/29/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/29/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/29/2022,9.943099976,9.943099976
Water Ordering - 32376,9,2022,40,9/29/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/29/2022,0,0
Water Ordering - 32286,9,2022,40,9/30/2022,9040.173988,93.19766998
Water Ordering - 32287,9,2022,40,9/30/2022,714.5236206,238.1745402
Water Ordering - 32288,9,2022,40,9/30/2022,11550.49154,119.0772324
Water Ordering - 32296,9,2022,40,9/30/2022,12.45993423,12.45993423
Water Ordering - 32299,9,2022,40,9/30/2022,16.92823601,16.92823601
Water Ordering - 32302,9,2022,40,9/30/2022,0,0
Water Ordering - 32305,9,2022,40,9/30/2022,6.764258862,6.764258862
Water Ordering - 32321,9,2022,40,9/30/2022,8.827894211,8.827894211
Water Ordering - 32322,9,2022,40,9/30/2022,12.28918266,12.28918266
Water Ordering - 32326,9,2022,40,9/30/2022,0,0
Water Ordering - 32330,9,2022,40,9/30/2022,0.008354051,0.008354051
Water Ordering - 32333,9,2022,40,9/30/2022,0,0
Water Ordering - 32340,9,2022,40,9/30/2022,22030.13333,227.1147766
Water Ordering - 32343,9,2022,40,9/30/2022,,
Water Ordering - 68013,9,2022,40,9/30/2022,0,0
Water Ordering - 85698,9,2022,40,9/30/2022,0,0
Water Ordering - 2000023,9,2022,40,9/30/2022,,
Water Ordering - 32364,9,2022,40,9/30/2022,0,0
Water Ordering - 32367,9,2022,40,9/30/2022,38.19556427,38.19556427
Water Ordering - 32374,9,2022,40,9/30/2022,11.49768639,11.49768639
Water Ordering - 32375,9,2022,40,9/30/2022,9.943099976,9.943099976
Water Ordering - 32376,9,2022,40,9/30/2022,21.61159515,21.61159515
Water Ordering - 68027,9,2022,40,9/30/2022,0,0
Water Ordering - 32286,10,2022,40,10/01/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,40,10/01/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,40,10/01/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,40,10/01/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,40,10/01/2022,716.4210052,17.47368305
Water Ordering - 32302,10,2022,40,10/01/2022,0,0
Water Ordering - 32305,10,2022,40,10/01/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,40,10/01/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,40,10/01/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,40,10/01/2022,0,0
Water Ordering - 32330,10,2022,40,10/01/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,40,10/01/2022,0,0
Water Ordering - 32340,10,2022,40,10/01/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,40,10/01/2022,,
Water Ordering - 68013,10,2022,40,10/01/2022,0,0
Water Ordering - 85698,10,2022,40,10/01/2022,0,0
Water Ordering - 2000023,10,2022,40,10/01/2022,,
Water Ordering - 32364,10,2022,40,10/01/2022,0,0
Water Ordering - 32367,10,2022,40,10/01/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,40,10/01/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,40,10/01/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,40,10/01/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,40,10/01/2022,0,0
Water Ordering - 32286,10,2022,41,10/02/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/02/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/02/2022,11431.41431,119.0772324
Water Ordering - 32296,10,2022,41,10/02/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/02/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/02/2022,0,0
Water Ordering - 32305,10,2022,41,10/02/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/02/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/02/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/02/2022,0,0
Water Ordering - 32330,10,2022,41,10/02/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/02/2022,0,0
Water Ordering - 32340,10,2022,41,10/02/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/02/2022,,
Water Ordering - 68013,10,2022,41,10/02/2022,0,0
Water Ordering - 85698,10,2022,41,10/02/2022,0,0
Water Ordering - 2000023,10,2022,41,10/02/2022,,
Water Ordering - 32364,10,2022,41,10/02/2022,0,0
Water Ordering - 32367,10,2022,41,10/02/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/02/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/02/2022,9.94,9.943099976
Water Ordering - 32376,10,2022,41,10/02/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/02/2022,0,0
Water Ordering - 32286,10,2022,41,10/03/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/03/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/03/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,41,10/03/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/03/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/03/2022,0,0
Water Ordering - 32305,10,2022,41,10/03/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/03/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/03/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/03/2022,0,0
Water Ordering - 32330,10,2022,41,10/03/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/03/2022,0,0
Water Ordering - 32340,10,2022,41,10/03/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/03/2022,,
Water Ordering - 68013,10,2022,41,10/03/2022,0,0
Water Ordering - 85698,10,2022,41,10/03/2022,0,0
Water Ordering - 2000023,10,2022,41,10/03/2022,,
Water Ordering - 32364,10,2022,41,10/03/2022,0,0
Water Ordering - 32367,10,2022,41,10/03/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/03/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/03/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/03/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/03/2022,0,0
Water Ordering - 32286,10,2022,41,10/04/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/04/2022,713.2814331,356.6407166
Water Ordering - 32288,10,2022,41,10/04/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,41,10/04/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/04/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/04/2022,0,0
Water Ordering - 32305,10,2022,41,10/04/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/04/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/04/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/04/2022,0,0
Water Ordering - 32330,10,2022,41,10/04/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/04/2022,0,0
Water Ordering - 32340,10,2022,41,10/04/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/04/2022,,
Water Ordering - 68013,10,2022,41,10/04/2022,0,0
Water Ordering - 85698,10,2022,41,10/04/2022,0,0
Water Ordering - 2000023,10,2022,41,10/04/2022,,
Water Ordering - 32364,10,2022,41,10/04/2022,0,0
Water Ordering - 32367,10,2022,41,10/04/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/04/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/04/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/04/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/04/2022,0,0
Water Ordering - 32286,10,2022,41,10/05/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/05/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/05/2022,11431.41431,119.0772324
Water Ordering - 32296,10,2022,41,10/05/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/05/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/05/2022,0,0
Water Ordering - 32305,10,2022,41,10/05/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/05/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/05/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/05/2022,0,0
Water Ordering - 32330,10,2022,41,10/05/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/05/2022,0,0
Water Ordering - 32340,10,2022,41,10/05/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/05/2022,,
Water Ordering - 68013,10,2022,41,10/05/2022,0,0
Water Ordering - 85698,10,2022,41,10/05/2022,0,0
Water Ordering - 2000023,10,2022,41,10/05/2022,,
Water Ordering - 32364,10,2022,41,10/05/2022,0,0
Water Ordering - 32367,10,2022,41,10/05/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/05/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/05/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/05/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/05/2022,0,0
Water Ordering - 32286,10,2022,41,10/06/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/06/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/06/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,41,10/06/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/06/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/06/2022,0,0
Water Ordering - 32305,10,2022,41,10/06/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/06/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/06/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/06/2022,0,0
Water Ordering - 32330,10,2022,41,10/06/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/06/2022,0,0
Water Ordering - 32340,10,2022,41,10/06/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/06/2022,,
Water Ordering - 68013,10,2022,41,10/06/2022,0,0
Water Ordering - 85698,10,2022,41,10/06/2022,0,0
Water Ordering - 2000023,10,2022,41,10/06/2022,,
Water Ordering - 32364,10,2022,41,10/06/2022,0,0
Water Ordering - 32367,10,2022,41,10/06/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/06/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/06/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/06/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/06/2022,0,0
Water Ordering - 32286,10,2022,41,10/07/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/07/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/07/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,41,10/07/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/07/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/07/2022,0,0
Water Ordering - 32305,10,2022,41,10/07/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/07/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/07/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/07/2022,0,0
Water Ordering - 32330,10,2022,41,10/07/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/07/2022,0,0
Water Ordering - 32340,10,2022,41,10/07/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/07/2022,,
Water Ordering - 68013,10,2022,41,10/07/2022,0,0
Water Ordering - 85698,10,2022,41,10/07/2022,0,0
Water Ordering - 2000023,10,2022,41,10/07/2022,,
Water Ordering - 32364,10,2022,41,10/07/2022,0,0
Water Ordering - 32367,10,2022,41,10/07/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/07/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/07/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/07/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/07/2022,0,0
Water Ordering - 32286,10,2022,41,10/08/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,41,10/08/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,41,10/08/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,41,10/08/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,41,10/08/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,41,10/08/2022,0,0
Water Ordering - 32305,10,2022,41,10/08/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,41,10/08/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,41,10/08/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,41,10/08/2022,0,0
Water Ordering - 32330,10,2022,41,10/08/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,41,10/08/2022,0,0
Water Ordering - 32340,10,2022,41,10/08/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,41,10/08/2022,,
Water Ordering - 68013,10,2022,41,10/08/2022,0,0
Water Ordering - 85698,10,2022,41,10/08/2022,0,0
Water Ordering - 2000023,10,2022,41,10/08/2022,,
Water Ordering - 32364,10,2022,41,10/08/2022,0,0
Water Ordering - 32367,10,2022,41,10/08/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,41,10/08/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,41,10/08/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,41,10/08/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,41,10/08/2022,0,0
Water Ordering - 32286,10,2022,42,10/09/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,42,10/09/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,42,10/09/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,42,10/09/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,42,10/09/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,42,10/09/2022,0,0
Water Ordering - 32305,10,2022,42,10/09/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,42,10/09/2022,8.827894211,8.827894211
Water Ordering - 32322,10,2022,42,10/09/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,42,10/09/2022,0,0
Water Ordering - 32330,10,2022,42,10/09/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,42,10/09/2022,0,0
Water Ordering - 32340,10,2022,42,10/09/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,42,10/09/2022,,
Water Ordering - 68013,10,2022,42,10/09/2022,0,0
Water Ordering - 85698,10,2022,42,10/09/2022,0,0
Water Ordering - 2000023,10,2022,42,10/09/2022,,
Water Ordering - 32364,10,2022,42,10/09/2022,0,0
Water Ordering - 32367,10,2022,42,10/09/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,42,10/09/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,42,10/09/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,42,10/09/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,42,10/09/2022,0,0
Water Ordering - 32286,10,2022,42,10/10/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,42,10/10/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,42,10/10/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,42,10/10/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,42,10/10/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,42,10/10/2022,0,0
Water Ordering - 32305,10,2022,42,10/10/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,42,10/10/2022,8.828064919,8.828064919
Water Ordering - 32322,10,2022,42,10/10/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,42,10/10/2022,0,0
Water Ordering - 32330,10,2022,42,10/10/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,42,10/10/2022,0,0
Water Ordering - 32340,10,2022,42,10/10/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,42,10/10/2022,,
Water Ordering - 68013,10,2022,42,10/10/2022,0,0
Water Ordering - 85698,10,2022,42,10/10/2022,0,0
Water Ordering - 2000023,10,2022,42,10/10/2022,,
Water Ordering - 32364,10,2022,42,10/10/2022,0,0
Water Ordering - 32367,10,2022,42,10/10/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,42,10/10/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,42,10/10/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,42,10/10/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,42,10/10/2022,0,0
Water Ordering - 32286,10,2022,42,10/11/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,42,10/11/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,42,10/11/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,42,10/11/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,42,10/11/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,42,10/11/2022,0,0
Water Ordering - 32305,10,2022,42,10/11/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,42,10/11/2022,8.828064919,8.828064919
Water Ordering - 32322,10,2022,42,10/11/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,42,10/11/2022,0,0
Water Ordering - 32330,10,2022,42,10/11/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,42,10/11/2022,0,0
Water Ordering - 32340,10,2022,42,10/11/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,42,10/11/2022,,
Water Ordering - 68013,10,2022,42,10/11/2022,0,0
Water Ordering - 85698,10,2022,42,10/11/2022,0,0
Water Ordering - 2000023,10,2022,42,10/11/2022,,
Water Ordering - 32364,10,2022,42,10/11/2022,0,0
Water Ordering - 32367,10,2022,42,10/11/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,42,10/11/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,42,10/11/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,42,10/11/2022,21.61159515,21.61159515
Water Ordering - 68027,10,2022,42,10/11/2022,0,0
Water Ordering - 32286,10,2022,42,10/12/2022,9040.173988,93.19766998
Water Ordering - 32287,10,2022,42,10/12/2022,357.2618103,357.2618103
Water Ordering - 32288,10,2022,42,10/12/2022,11550.49154,119.0772324
Water Ordering - 32296,10,2022,42,10/12/2022,12.45993423,12.45993423
Water Ordering - 32299,10,2022,42,10/12/2022,17.97971916,17.97971916
Water Ordering - 32302,10,2022,42,10/12/2022,0,0
Water Ordering - 32305,10,2022,42,10/12/2022,6.764258862,6.764258862
Water Ordering - 32321,10,2022,42,10/12/2022,8.828064919,8.828064919
Water Ordering - 32322,10,2022,42,10/12/2022,12.28918266,12.28918266
Water Ordering - 32326,10,2022,42,10/12/2022,0,0
Water Ordering - 32330,10,2022,42,10/12/2022,0.008354051,0.008354051
Water Ordering - 32333,10,2022,42,10/12/2022,0,0
Water Ordering - 32340,10,2022,42,10/12/2022,22030.13333,227.1147766
Water Ordering - 32343,10,2022,42,10/12/2022,,
Water Ordering - 68013,10,2022,42,10/12/2022,0,0
Water Ordering - 85698,10,2022,42,10/12/2022,0,0
Water Ordering - 2000023,10,2022,42,10/12/2022,,
Water Ordering - 32364,10,2022,42,10/12/2022,0,0
Water Ordering - 32367,10,2022,42,10/12/2022,38.19556427,38.19556427
Water Ordering - 32374,10,2022,42,10/12/2022,11.49768639,11.49768639
Water Ordering - 32375,10,2022,42,10/12/2022,9.943099976,9.943099976
Water Ordering - 32376,10,2022,42,10/12/2022,21.61159515,21.61159515
